"AGE","SEX","TNM_N_cat","TNM_T_cat","colon_cea","no_metastasis","metastasis","risk_level"
65,"2","N1","T2",3.75,0.6038,0.3962,"LOW"
66,"2","N1","T2",3.75,0.5791,0.4209,"LOW"
67,"2","N1","T2",3.75,0.6899,0.3101,"LOW"
68,"2","N1","T2",3.75,0.6347,0.3653,"LOW"
69,"2","N1","T2",3.75,0.5711,0.4289,"LOW"
70,"2","N1","T2",3.75,0.6881,0.3119,"LOW"
71,"2","N1","T2",3.75,0.6159,0.3841,"LOW"
72,"2","N1","T2",3.75,0.6318,0.3682,"LOW"
73,"2","N1","T2",3.75,0.6186,0.3814,"LOW"
74,"2","N1","T2",3.75,0.6136,0.3864,"LOW"
75,"2","N1","T2",3.75,0.6276,0.3724,"LOW"
76,"2","N1","T2",3.75,0.6865,0.3135,"LOW"
77,"2","N1","T2",3.75,0.6027,0.3973,"LOW"
78,"2","N1","T2",3.75,0.604,0.396,"LOW"
79,"2","N1","T2",3.75,0.7124,0.2876,"LOW"
80,"2","N1","T2",3.75,0.7587,0.2413,"LOW"
81,"2","N1","T2",3.75,0.6916,0.3084,"LOW"
82,"2","N1","T2",3.75,0.7264,0.2736,"LOW"
83,"2","N1","T2",3.75,0.7076,0.2924,"LOW"
84,"2","N1","T2",3.75,0.7378,0.2622,"LOW"
85,"2","N1","T2",3.75,0.7709,0.2291,"LOW"
86,"2","N1","T2",3.75,0.8342,0.1658,"LOW"
87,"2","N1","T2",3.75,0.8348,0.1652,"LOW"
88,"2","N1","T2",3.75,0.8487,0.1513,"LOW"
89,"2","N1","T2",3.75,0.8097,0.1903,"LOW"
90,"2","N1","T2",3.75,0.7581,0.2419,"LOW"
91,"2","N1","T2",3.75,0.7581,0.2419,"LOW"
92,"2","N1","T2",3.75,0.7581,0.2419,"LOW"
93,"2","N1","T2",3.75,0.7581,0.2419,"LOW"
94,"2","N1","T2",3.75,0.7581,0.2419,"LOW"
95,"2","N1","T2",3.75,0.7581,0.2419,"LOW"
96,"2","N1","T2",3.75,0.7581,0.2419,"LOW"
97,"2","N1","T2",3.75,0.7581,0.2419,"LOW"
98,"2","N1","T2",3.75,0.7581,0.2419,"LOW"
99,"2","N1","T2",3.75,0.7581,0.2419,"LOW"
0,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
1,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
2,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
3,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
4,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
5,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
6,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
7,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
8,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
9,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
10,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
11,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
12,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
13,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
14,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
15,"1","N2","T2",3.75,0.5127,0.4873,"LOW"
16,"1","N2","T2",3.75,0.5095,0.4905,"LOW"
17,"1","N2","T2",3.75,0.5008,0.4992,"LOW"
18,"1","N2","T2",3.75,0.5008,0.4992,"LOW"
19,"1","N2","T2",3.75,0.5008,0.4992,"LOW"
20,"1","N2","T2",3.75,0.5051,0.4949,"LOW"
21,"1","N2","T2",3.75,0.5266,0.4734,"LOW"
22,"1","N2","T2",3.75,0.5313,0.4687,"LOW"
23,"1","N2","T2",3.75,0.5333,0.4667,"LOW"
24,"1","N2","T2",3.75,0.5359,0.4641,"LOW"
25,"1","N2","T2",3.75,0.5323,0.4677,"LOW"
26,"1","N2","T2",3.75,0.5314,0.4686,"LOW"
27,"1","N2","T2",3.75,0.5134,0.4866,"LOW"
28,"1","N2","T2",3.75,0.5128,0.4872,"LOW"
29,"1","N2","T2",3.75,0.4814,0.5186,"HIGH"
30,"1","N2","T2",3.75,0.4849,0.5151,"HIGH"
31,"1","N2","T2",3.75,0.4109,0.5891,"HIGH"
32,"1","N2","T2",3.75,0.4133,0.5867,"HIGH"
33,"1","N2","T2",3.75,0.4256,0.5744,"HIGH"
34,"1","N2","T2",3.75,0.474,0.526,"HIGH"
35,"1","N2","T2",3.75,0.4618,0.5382,"HIGH"
36,"1","N2","T2",3.75,0.4266,0.5734,"HIGH"
37,"1","N2","T2",3.75,0.4467,0.5533,"HIGH"
38,"1","N2","T2",3.75,0.3951,0.6049,"HIGH"
39,"1","N2","T2",3.75,0.427,0.573,"HIGH"
40,"1","N2","T2",3.75,0.4711,0.5289,"HIGH"
41,"1","N2","T2",3.75,0.4806,0.5194,"HIGH"
42,"1","N2","T2",3.75,0.4651,0.5349,"HIGH"
43,"1","N2","T2",3.75,0.4602,0.5398,"HIGH"
44,"1","N2","T2",3.75,0.4196,0.5804,"HIGH"
45,"1","N2","T2",3.75,0.414,0.586,"HIGH"
46,"1","N2","T2",3.75,0.3802,0.6198,"HIGH"
47,"1","N2","T2",3.75,0.4913,0.5087,"HIGH"
48,"1","N2","T2",3.75,0.5954,0.4046,"LOW"
49,"1","N2","T2",3.75,0.5659,0.4341,"LOW"
50,"1","N2","T2",3.75,0.5981,0.4019,"LOW"
51,"1","N2","T2",3.75,0.472,0.528,"HIGH"
52,"1","N2","T2",3.75,0.4543,0.5457,"HIGH"
53,"1","N2","T2",3.75,0.5192,0.4808,"LOW"
54,"1","N2","T2",3.75,0.5515,0.4485,"LOW"
55,"1","N2","T2",3.75,0.6284,0.3716,"LOW"
56,"1","N2","T2",3.75,0.6439,0.3561,"LOW"
57,"1","N2","T2",3.75,0.5943,0.4057,"LOW"
58,"1","N2","T2",3.75,0.6043,0.3957,"LOW"
59,"1","N2","T2",3.75,0.6733,0.3267,"LOW"
60,"1","N2","T2",3.75,0.5866,0.4134,"LOW"
61,"1","N2","T2",3.75,0.4727,0.5273,"HIGH"
62,"1","N2","T2",3.75,0.481,0.519,"HIGH"
63,"1","N2","T2",3.75,0.3894,0.6106,"HIGH"
64,"1","N2","T2",3.75,0.3816,0.6184,"HIGH"
65,"1","N2","T2",3.75,0.5316,0.4684,"LOW"
66,"1","N2","T2",3.75,0.3891,0.6109,"HIGH"
67,"1","N2","T2",3.75,0.5049,0.4951,"LOW"
68,"1","N2","T2",3.75,0.5294,0.4706,"LOW"
69,"1","N2","T2",3.75,0.5859,0.4141,"LOW"
70,"1","N2","T2",3.75,0.4514,0.5486,"HIGH"
71,"1","N2","T2",3.75,0.4601,0.5399,"HIGH"
72,"1","N2","T2",3.75,0.5484,0.4516,"LOW"
73,"1","N2","T2",3.75,0.5655,0.4345,"LOW"
74,"1","N2","T2",3.75,0.3958,0.6042,"HIGH"
75,"1","N2","T2",3.75,0.3938,0.6062,"HIGH"
76,"1","N2","T2",3.75,0.6395,0.3605,"LOW"
77,"1","N2","T2",3.75,0.5037,0.4963,"LOW"
78,"1","N2","T2",3.75,0.5368,0.4632,"LOW"
79,"1","N2","T2",3.75,0.6168,0.3832,"LOW"
80,"1","N2","T2",3.75,0.6681,0.3319,"LOW"
81,"1","N2","T2",3.75,0.623,0.377,"LOW"
82,"1","N2","T2",3.75,0.6373,0.3627,"LOW"
83,"1","N2","T2",3.75,0.6834,0.3166,"LOW"
84,"1","N2","T2",3.75,0.6981,0.3019,"LOW"
85,"1","N2","T2",3.75,0.7394,0.2606,"LOW"
86,"1","N2","T2",3.75,0.7234,0.2766,"LOW"
87,"1","N2","T2",3.75,0.8,0.2,"LOW"
88,"1","N2","T2",3.75,0.7675,0.2325,"LOW"
89,"1","N2","T2",3.75,0.7545,0.2455,"LOW"
90,"1","N2","T2",3.75,0.5735,0.4265,"LOW"
91,"1","N2","T2",3.75,0.5735,0.4265,"LOW"
92,"1","N2","T2",3.75,0.5735,0.4265,"LOW"
93,"1","N2","T2",3.75,0.5735,0.4265,"LOW"
94,"1","N2","T2",3.75,0.5735,0.4265,"LOW"
95,"1","N2","T2",3.75,0.5735,0.4265,"LOW"
96,"1","N2","T2",3.75,0.5735,0.4265,"LOW"
97,"1","N2","T2",3.75,0.5735,0.4265,"LOW"
98,"1","N2","T2",3.75,0.5735,0.4265,"LOW"
99,"1","N2","T2",3.75,0.5735,0.4265,"LOW"
0,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
1,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
2,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
3,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
4,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
5,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
6,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
7,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
8,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
9,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
10,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
11,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
12,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
13,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
14,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
15,"2","N2","T2",3.75,0.6728,0.3272,"LOW"
16,"2","N2","T2",3.75,0.6708,0.3292,"LOW"
17,"2","N2","T2",3.75,0.6682,0.3318,"LOW"
18,"2","N2","T2",3.75,0.6682,0.3318,"LOW"
19,"2","N2","T2",3.75,0.6682,0.3318,"LOW"
20,"2","N2","T2",3.75,0.6752,0.3248,"LOW"
21,"2","N2","T2",3.75,0.6866,0.3134,"LOW"
22,"2","N2","T2",3.75,0.6885,0.3115,"LOW"
23,"2","N2","T2",3.75,0.6883,0.3117,"LOW"
24,"2","N2","T2",3.75,0.6829,0.3171,"LOW"
25,"2","N2","T2",3.75,0.6865,0.3135,"LOW"
26,"2","N2","T2",3.75,0.6943,0.3057,"LOW"
27,"2","N2","T2",3.75,0.6734,0.3266,"LOW"
28,"2","N2","T2",3.75,0.6759,0.3241,"LOW"
29,"2","N2","T2",3.75,0.6474,0.3526,"LOW"
30,"2","N2","T2",3.75,0.6514,0.3486,"LOW"
31,"2","N2","T2",3.75,0.628,0.372,"LOW"
32,"2","N2","T2",3.75,0.6353,0.3647,"LOW"
33,"2","N2","T2",3.75,0.6407,0.3593,"LOW"
34,"2","N2","T2",3.75,0.6747,0.3253,"LOW"
35,"2","N2","T2",3.75,0.6859,0.3141,"LOW"
36,"2","N2","T2",3.75,0.6577,0.3423,"LOW"
37,"2","N2","T2",3.75,0.6541,0.3459,"LOW"
38,"2","N2","T2",3.75,0.5728,0.4272,"LOW"
39,"2","N2","T2",3.75,0.5033,0.4967,"LOW"
40,"2","N2","T2",3.75,0.364,0.636,"HIGH"
41,"2","N2","T2",3.75,0.3542,0.6458,"HIGH"
42,"2","N2","T2",3.75,0.3505,0.6495,"HIGH"
43,"2","N2","T2",3.75,0.363,0.637,"HIGH"
44,"2","N2","T2",3.75,0.5147,0.4853,"LOW"
45,"2","N2","T2",3.75,0.5069,0.4931,"LOW"
46,"2","N2","T2",3.75,0.4665,0.5335,"HIGH"
47,"2","N2","T2",3.75,0.428,0.572,"HIGH"
48,"2","N2","T2",3.75,0.4178,0.5822,"HIGH"
49,"2","N2","T2",3.75,0.3777,0.6223,"HIGH"
50,"2","N2","T2",3.75,0.4227,0.5773,"HIGH"
51,"2","N2","T2",3.75,0.3683,0.6317,"HIGH"
52,"2","N2","T2",3.75,0.3949,0.6051,"HIGH"
53,"2","N2","T2",3.75,0.4231,0.5769,"HIGH"
54,"2","N2","T2",3.75,0.4877,0.5123,"HIGH"
55,"2","N2","T2",3.75,0.5821,0.4179,"LOW"
56,"2","N2","T2",3.75,0.5958,0.4042,"LOW"
57,"2","N2","T2",3.75,0.5948,0.4052,"LOW"
58,"2","N2","T2",3.75,0.6083,0.3917,"LOW"
59,"2","N2","T2",3.75,0.6304,0.3696,"LOW"
60,"2","N2","T2",3.75,0.4222,0.5778,"HIGH"
61,"2","N2","T2",3.75,0.3712,0.6288,"HIGH"
62,"2","N2","T2",3.75,0.4895,0.5105,"HIGH"
63,"2","N2","T2",3.75,0.4457,0.5543,"HIGH"
64,"2","N2","T2",3.75,0.3862,0.6138,"HIGH"
65,"2","N2","T2",3.75,0.459,0.541,"HIGH"
66,"2","N2","T2",3.75,0.5323,0.4677,"LOW"
67,"2","N2","T2",3.75,0.601,0.399,"LOW"
68,"2","N2","T2",3.75,0.6748,0.3252,"LOW"
69,"2","N2","T2",3.75,0.6944,0.3056,"LOW"
70,"2","N2","T2",3.75,0.6286,0.3714,"LOW"
71,"2","N2","T2",3.75,0.6127,0.3873,"LOW"
72,"2","N2","T2",3.75,0.5307,0.4693,"LOW"
73,"2","N2","T2",3.75,0.3941,0.6059,"HIGH"
74,"2","N2","T2",3.75,0.3701,0.6299,"HIGH"
75,"2","N2","T2",3.75,0.5456,0.4544,"LOW"
76,"2","N2","T2",3.75,0.6102,0.3898,"LOW"
77,"2","N2","T2",3.75,0.6981,0.3019,"LOW"
78,"2","N2","T2",3.75,0.6257,0.3743,"LOW"
79,"2","N2","T2",3.75,0.6855,0.3145,"LOW"
80,"2","N2","T2",3.75,0.6774,0.3226,"LOW"
81,"2","N2","T2",3.75,0.7226,0.2774,"LOW"
82,"2","N2","T2",3.75,0.7289,0.2711,"LOW"
83,"2","N2","T2",3.75,0.7688,0.2312,"LOW"
84,"2","N2","T2",3.75,0.7635,0.2365,"LOW"
85,"2","N2","T2",3.75,0.7568,0.2432,"LOW"
86,"2","N2","T2",3.75,0.6611,0.3389,"LOW"
87,"2","N2","T2",3.75,0.765,0.235,"LOW"
88,"2","N2","T2",3.75,0.6598,0.3402,"LOW"
89,"2","N2","T2",3.75,0.6987,0.3013,"LOW"
90,"2","N2","T2",3.75,0.4608,0.5392,"HIGH"
91,"2","N2","T2",3.75,0.4608,0.5392,"HIGH"
92,"2","N2","T2",3.75,0.4608,0.5392,"HIGH"
93,"2","N2","T2",3.75,0.4608,0.5392,"HIGH"
94,"2","N2","T2",3.75,0.4608,0.5392,"HIGH"
95,"2","N2","T2",3.75,0.4608,0.5392,"HIGH"
96,"2","N2","T2",3.75,0.4608,0.5392,"HIGH"
97,"2","N2","T2",3.75,0.4608,0.5392,"HIGH"
98,"2","N2","T2",3.75,0.4608,0.5392,"HIGH"
99,"2","N2","T2",3.75,0.4608,0.5392,"HIGH"
0,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
1,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
2,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
3,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
4,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
5,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
6,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
7,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
8,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
9,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
10,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
11,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
12,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
13,"1","Other/Unknown","T2",3.75,0.271,0.729,"HIGH"
14,"1","Other/Unknown","T2",3.75,0.269,0.731,"HIGH"
15,"1","Other/Unknown","T2",3.75,0.2469,0.7531,"HIGH"
16,"1","Other/Unknown","T2",3.75,0.244,0.756,"HIGH"
17,"1","Other/Unknown","T2",3.75,0.2972,0.7028,"HIGH"
18,"1","Other/Unknown","T2",3.75,0.2537,0.7463,"HIGH"
19,"1","Other/Unknown","T2",3.75,0.1897,0.8103,"HIGH"
20,"1","Other/Unknown","T2",3.75,0.1907,0.8093,"HIGH"
21,"1","Other/Unknown","T2",3.75,0.2056,0.7944,"HIGH"
22,"1","Other/Unknown","T2",3.75,0.1995,0.8005,"HIGH"
23,"1","Other/Unknown","T2",3.75,0.2176,0.7824,"HIGH"
24,"1","Other/Unknown","T2",3.75,0.2152,0.7848,"HIGH"
25,"1","Other/Unknown","T2",3.75,0.1949,0.8051,"HIGH"
26,"1","Other/Unknown","T2",3.75,0.2065,0.7935,"HIGH"
27,"1","Other/Unknown","T2",3.75,0.2091,0.7909,"HIGH"
28,"1","Other/Unknown","T2",3.75,0.1989,0.8011,"HIGH"
29,"1","Other/Unknown","T2",3.75,0.184,0.816,"HIGH"
30,"1","Other/Unknown","T2",3.75,0.1519,0.8481,"HIGH"
31,"1","Other/Unknown","T2",3.75,0.1552,0.8448,"HIGH"
32,"1","Other/Unknown","T2",3.75,0.16,0.84,"HIGH"
33,"1","Other/Unknown","T2",3.75,0.1632,0.8368,"HIGH"
34,"1","Other/Unknown","T2",3.75,0.1836,0.8164,"HIGH"
35,"1","Other/Unknown","T2",3.75,0.2167,0.7833,"HIGH"
36,"1","Other/Unknown","T2",3.75,0.2465,0.7535,"HIGH"
37,"1","Other/Unknown","T2",3.75,0.2574,0.7426,"HIGH"
38,"1","Other/Unknown","T2",3.75,0.2299,0.7701,"HIGH"
39,"1","Other/Unknown","T2",3.75,0.1779,0.8221,"HIGH"
40,"1","Other/Unknown","T2",3.75,0.237,0.763,"HIGH"
41,"1","Other/Unknown","T2",3.75,0.2071,0.7929,"HIGH"
42,"1","Other/Unknown","T2",3.75,0.2192,0.7808,"HIGH"
43,"1","Other/Unknown","T2",3.75,0.2514,0.7486,"HIGH"
44,"1","Other/Unknown","T2",3.75,0.2646,0.7354,"HIGH"
45,"1","Other/Unknown","T2",3.75,0.2563,0.7437,"HIGH"
46,"1","Other/Unknown","T2",3.75,0.2838,0.7162,"HIGH"
47,"1","Other/Unknown","T2",3.75,0.3,0.7,"HIGH"
48,"1","Other/Unknown","T2",3.75,0.5412,0.4588,"LOW"
49,"1","Other/Unknown","T2",3.75,0.3372,0.6628,"HIGH"
50,"1","Other/Unknown","T2",3.75,0.1657,0.8343,"HIGH"
51,"1","Other/Unknown","T2",3.75,0.2085,0.7915,"HIGH"
52,"1","Other/Unknown","T2",3.75,0.2447,0.7553,"HIGH"
53,"1","Other/Unknown","T2",3.75,0.3069,0.6931,"HIGH"
54,"1","Other/Unknown","T2",3.75,0.3596,0.6404,"HIGH"
55,"1","Other/Unknown","T2",3.75,0.4292,0.5708,"HIGH"
56,"1","Other/Unknown","T2",3.75,0.2416,0.7584,"HIGH"
57,"1","Other/Unknown","T2",3.75,0.368,0.632,"HIGH"
58,"1","Other/Unknown","T2",3.75,0.3347,0.6653,"HIGH"
59,"1","Other/Unknown","T2",3.75,0.4086,0.5914,"HIGH"
60,"1","Other/Unknown","T2",3.75,0.4558,0.5442,"HIGH"
61,"1","Other/Unknown","T2",3.75,0.7032,0.2968,"LOW"
62,"1","Other/Unknown","T2",3.75,0.695,0.305,"LOW"
63,"1","Other/Unknown","T2",3.75,0.4812,0.5188,"HIGH"
64,"1","Other/Unknown","T2",3.75,0.6382,0.3618,"LOW"
65,"1","Other/Unknown","T2",3.75,0.6397,0.3603,"LOW"
66,"1","Other/Unknown","T2",3.75,0.4296,0.5704,"HIGH"
67,"1","Other/Unknown","T2",3.75,0.457,0.543,"HIGH"
68,"1","Other/Unknown","T2",3.75,0.5317,0.4683,"LOW"
69,"1","Other/Unknown","T2",3.75,0.607,0.393,"LOW"
70,"1","Other/Unknown","T2",3.75,0.4106,0.5894,"HIGH"
71,"1","Other/Unknown","T2",3.75,0.4285,0.5715,"HIGH"
72,"1","Other/Unknown","T2",3.75,0.4267,0.5733,"HIGH"
73,"1","Other/Unknown","T2",3.75,0.368,0.632,"HIGH"
74,"1","Other/Unknown","T2",3.75,0.6156,0.3844,"LOW"
75,"1","Other/Unknown","T2",3.75,0.4289,0.5711,"HIGH"
76,"1","Other/Unknown","T2",3.75,0.5191,0.4809,"LOW"
77,"1","Other/Unknown","T2",3.75,0.6938,0.3062,"LOW"
78,"1","Other/Unknown","T2",3.75,0.6041,0.3959,"LOW"
79,"1","Other/Unknown","T2",3.75,0.5285,0.4715,"LOW"
80,"1","Other/Unknown","T2",3.75,0.5082,0.4918,"LOW"
81,"1","Other/Unknown","T2",3.75,0.6605,0.3395,"LOW"
82,"1","Other/Unknown","T2",3.75,0.6017,0.3983,"LOW"
83,"1","Other/Unknown","T2",3.75,0.6001,0.3999,"LOW"
84,"1","Other/Unknown","T2",3.75,0.6849,0.3151,"LOW"
85,"1","Other/Unknown","T2",3.75,0.6899,0.3101,"LOW"
86,"1","Other/Unknown","T2",3.75,0.6179,0.3821,"LOW"
87,"1","Other/Unknown","T2",3.75,0.4526,0.5474,"HIGH"
88,"1","Other/Unknown","T2",3.75,0.5372,0.4628,"LOW"
89,"1","Other/Unknown","T2",3.75,0.7238,0.2762,"LOW"
90,"1","Other/Unknown","T2",3.75,0.5649,0.4351,"LOW"
91,"1","Other/Unknown","T2",3.75,0.5649,0.4351,"LOW"
92,"1","Other/Unknown","T2",3.75,0.5649,0.4351,"LOW"
93,"1","Other/Unknown","T2",3.75,0.5649,0.4351,"LOW"
94,"1","Other/Unknown","T2",3.75,0.5649,0.4351,"LOW"
95,"1","Other/Unknown","T2",3.75,0.5649,0.4351,"LOW"
96,"1","Other/Unknown","T2",3.75,0.5649,0.4351,"LOW"
97,"1","Other/Unknown","T2",3.75,0.5649,0.4351,"LOW"
98,"1","Other/Unknown","T2",3.75,0.5649,0.4351,"LOW"
99,"1","Other/Unknown","T2",3.75,0.5649,0.4351,"LOW"
0,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
1,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
2,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
3,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
4,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
5,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
6,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
7,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
8,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
9,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
10,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
11,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
12,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
13,"2","Other/Unknown","T2",3.75,0.4627,0.5373,"HIGH"
14,"2","Other/Unknown","T2",3.75,0.4607,0.5393,"HIGH"
15,"2","Other/Unknown","T2",3.75,0.4479,0.5521,"HIGH"
16,"2","Other/Unknown","T2",3.75,0.4313,0.5687,"HIGH"
17,"2","Other/Unknown","T2",3.75,0.4322,0.5678,"HIGH"
18,"2","Other/Unknown","T2",3.75,0.3195,0.6805,"HIGH"
19,"2","Other/Unknown","T2",3.75,0.3003,0.6997,"HIGH"
20,"2","Other/Unknown","T2",3.75,0.3377,0.6623,"HIGH"
21,"2","Other/Unknown","T2",3.75,0.3308,0.6692,"HIGH"
22,"2","Other/Unknown","T2",3.75,0.3297,0.6703,"HIGH"
23,"2","Other/Unknown","T2",3.75,0.3075,0.6925,"HIGH"
24,"2","Other/Unknown","T2",3.75,0.3176,0.6824,"HIGH"
25,"2","Other/Unknown","T2",3.75,0.3197,0.6803,"HIGH"
26,"2","Other/Unknown","T2",3.75,0.3491,0.6509,"HIGH"
27,"2","Other/Unknown","T2",3.75,0.3816,0.6184,"HIGH"
28,"2","Other/Unknown","T2",3.75,0.4039,0.5961,"HIGH"
29,"2","Other/Unknown","T2",3.75,0.3261,0.6739,"HIGH"
30,"2","Other/Unknown","T2",3.75,0.291,0.709,"HIGH"
31,"2","Other/Unknown","T2",3.75,0.2087,0.7913,"HIGH"
32,"2","Other/Unknown","T2",3.75,0.207,0.793,"HIGH"
33,"2","Other/Unknown","T2",3.75,0.2033,0.7967,"HIGH"
34,"2","Other/Unknown","T2",3.75,0.2168,0.7832,"HIGH"
35,"2","Other/Unknown","T2",3.75,0.3257,0.6743,"HIGH"
36,"2","Other/Unknown","T2",3.75,0.4002,0.5998,"HIGH"
37,"2","Other/Unknown","T2",3.75,0.4413,0.5587,"HIGH"
38,"2","Other/Unknown","T2",3.75,0.4104,0.5896,"HIGH"
39,"2","Other/Unknown","T2",3.75,0.2647,0.7353,"HIGH"
40,"2","Other/Unknown","T2",3.75,0.4189,0.5811,"HIGH"
41,"2","Other/Unknown","T2",3.75,0.4211,0.5789,"HIGH"
42,"2","Other/Unknown","T2",3.75,0.4883,0.5117,"HIGH"
43,"2","Other/Unknown","T2",3.75,0.4592,0.5408,"HIGH"
44,"2","Other/Unknown","T2",3.75,0.4293,0.5707,"HIGH"
45,"2","Other/Unknown","T2",3.75,0.3164,0.6836,"HIGH"
46,"2","Other/Unknown","T2",3.75,0.3418,0.6582,"HIGH"
47,"2","Other/Unknown","T2",3.75,0.5019,0.4981,"LOW"
48,"2","Other/Unknown","T2",3.75,0.6417,0.3583,"LOW"
49,"2","Other/Unknown","T2",3.75,0.4769,0.5231,"HIGH"
50,"2","Other/Unknown","T2",3.75,0.2593,0.7407,"HIGH"
51,"2","Other/Unknown","T2",3.75,0.2698,0.7302,"HIGH"
52,"2","Other/Unknown","T2",3.75,0.3034,0.6966,"HIGH"
53,"2","Other/Unknown","T2",3.75,0.2088,0.7912,"HIGH"
54,"2","Other/Unknown","T2",3.75,0.1728,0.8272,"HIGH"
55,"2","Other/Unknown","T2",3.75,0.2101,0.7899,"HIGH"
56,"2","Other/Unknown","T2",3.75,0.1662,0.8338,"HIGH"
57,"2","Other/Unknown","T2",3.75,0.2027,0.7973,"HIGH"
58,"2","Other/Unknown","T2",3.75,0.2177,0.7823,"HIGH"
59,"2","Other/Unknown","T2",3.75,0.5587,0.4413,"LOW"
60,"2","Other/Unknown","T2",3.75,0.4862,0.5138,"HIGH"
61,"2","Other/Unknown","T2",3.75,0.4047,0.5953,"HIGH"
62,"2","Other/Unknown","T2",3.75,0.2881,0.7119,"HIGH"
63,"2","Other/Unknown","T2",3.75,0.2377,0.7623,"HIGH"
64,"2","Other/Unknown","T2",3.75,0.2054,0.7946,"HIGH"
65,"2","Other/Unknown","T2",3.75,0.2084,0.7916,"HIGH"
66,"2","Other/Unknown","T2",3.75,0.5747,0.4253,"LOW"
67,"2","Other/Unknown","T2",3.75,0.5999,0.4001,"LOW"
68,"2","Other/Unknown","T2",3.75,0.6912,0.3088,"LOW"
69,"2","Other/Unknown","T2",3.75,0.6877,0.3123,"LOW"
70,"2","Other/Unknown","T2",3.75,0.7649,0.2351,"LOW"
71,"2","Other/Unknown","T2",3.75,0.6983,0.3017,"LOW"
72,"2","Other/Unknown","T2",3.75,0.4022,0.5978,"HIGH"
73,"2","Other/Unknown","T2",3.75,0.4111,0.5889,"HIGH"
74,"2","Other/Unknown","T2",3.75,0.7434,0.2566,"LOW"
75,"2","Other/Unknown","T2",3.75,0.4946,0.5054,"HIGH"
76,"2","Other/Unknown","T2",3.75,0.5599,0.4401,"LOW"
77,"2","Other/Unknown","T2",3.75,0.6804,0.3196,"LOW"
78,"2","Other/Unknown","T2",3.75,0.514,0.486,"LOW"
79,"2","Other/Unknown","T2",3.75,0.5383,0.4617,"LOW"
80,"2","Other/Unknown","T2",3.75,0.5923,0.4077,"LOW"
81,"2","Other/Unknown","T2",3.75,0.6879,0.3121,"LOW"
